"","topic","term","beta"
"14780",17,"befind",4.19851761267052e-67
"14781",18,"befind",1.29877440859865e-227
"14782",19,"befind",9.76599913227338e-272
"14783",20,"befind",3.97290363425931e-275
"14784",21,"befind",1.79076369038287e-266
"14785",22,"befind",9.61109735884703e-268
"14786",23,"befind",9.01433004567385e-70
"14787",24,"befind",3.80292003249283e-276
"14788",25,"befind",3.06279176086782e-30
"14789",26,"befind",1.40797220323212e-270
"14790",27,"befind",2.38325556235135e-270
"14791",28,"befind",1.36172685531334e-275
"14792",29,"befind",4.56679991149381e-254
"14793",30,"befind",6.56833714146548e-43
"14794",31,"befind",7.33206594971104e-261
"14795",32,"befind",1.08064052244562e-273
"14796",33,"befind",3.58627810243893e-57
"14797",34,"befind",7.01484917197559e-38
"14798",35,"befind",0.00228897213694203
"14799",36,"befind",3.72934062261449e-275
"14800",37,"befind",1.84166750983605e-279
"14801",1,"bewegungsbeschreib",4.40456219209852e-299
"14802",2,"bewegungsbeschreib",2.12688578252364e-297
"14803",3,"bewegungsbeschreib",4.57134995686017e-291
"14804",4,"bewegungsbeschreib",8.42876252579189e-140
"14805",5,"bewegungsbeschreib",1.66178002211473e-301
"14806",6,"bewegungsbeschreib",5.26944225582478e-306
"14807",7,"bewegungsbeschreib",9.7318251467338e-108
"14808",8,"bewegungsbeschreib",1.71060220415177e-310
"14809",9,"bewegungsbeschreib",1.76377958877299e-301
"14810",10,"bewegungsbeschreib",1.39829034063576e-301
"14811",11,"bewegungsbeschreib",7.18059484132643e-289
"14812",12,"bewegungsbeschreib",3.05873986226846e-302
"14813",13,"bewegungsbeschreib",1.33738361745148e-304
"14814",14,"bewegungsbeschreib",5.93033325718879e-293
"14815",15,"bewegungsbeschreib",1.63252311247932e-255
"14816",16,"bewegungsbeschreib",1.97677460341429e-54
"14817",17,"bewegungsbeschreib",2.32824881382672e-108
"14818",18,"bewegungsbeschreib",4.36740654824756e-301
"14819",19,"bewegungsbeschreib",8.77928774297448e-80
"14820",20,"bewegungsbeschreib",4.56088833288677e-307
"14821",21,"bewegungsbeschreib",2.07292526259316e-296
"14822",22,"bewegungsbeschreib",3.91535817345788e-299
"14823",23,"bewegungsbeschreib",6.36721209246668e-304
"14824",24,"bewegungsbeschreib",6.04153439490036e-308
"14825",25,"bewegungsbeschreib",5.75211104373929e-308
"14826",26,"bewegungsbeschreib",7.95817753088079e-302
"14827",27,"bewegungsbeschreib",1.22131373419423e-300
"14828",28,"bewegungsbeschreib",3.07224191992829e-309
"14829",29,"bewegungsbeschreib",8.81262563919658e-194
"14830",30,"bewegungsbeschreib",0.0116668744502931
"14831",31,"bewegungsbeschreib",9.44072184450705e-300
"14832",32,"bewegungsbeschreib",1.98389171546502e-304
"14833",33,"bewegungsbeschreib",1.39830813424355e-293
"14834",34,"bewegungsbeschreib",3.43273476002532e-303
"14835",35,"bewegungsbeschreib",1.30380792552345e-12
"14836",36,"bewegungsbeschreib",7.38288372570867e-112
"14837",37,"bewegungsbeschreib",6.34846710945972e-309
"14838",1,"entwicklungsprozess",1.34707764597921e-39
"14839",2,"entwicklungsprozess",0.00281555731841614
"14840",3,"entwicklungsprozess",4.72376126964964e-263
"14841",4,"entwicklungsprozess",1.17778767686523e-133
"14842",5,"entwicklungsprozess",1.9378110395623e-266
"14843",6,"entwicklungsprozess",4.90109742897373e-270
"14844",7,"entwicklungsprozess",1.52273061314115e-34
"14845",8,"entwicklungsprozess",3.77457163138812e-49
"14846",9,"entwicklungsprozess",3.84120994733606e-258
"14847",10,"entwicklungsprozess",6.80837830359113e-76
"14848",11,"entwicklungsprozess",1.19058592609739e-255
"14849",12,"entwicklungsprozess",2.56742320658324e-267
"14850",13,"entwicklungsprozess",2.1362989048193e-57
"14851",14,"entwicklungsprozess",4.99071298090916e-259
"14852",15,"entwicklungsprozess",3.26551070632566e-92
"14853",16,"entwicklungsprozess",1.50749992577392e-35
"14854",17,"entwicklungsprozess",1.80697614321723e-230
"14855",18,"entwicklungsprozess",9.19451277564237e-61
"14856",19,"entwicklungsprozess",6.28074938352304e-228
"14857",20,"entwicklungsprozess",9.0144390263988e-57
"14858",21,"entwicklungsprozess",6.00429596290194e-77
"14859",22,"entwicklungsprozess",2.93446547922222e-62
"14860",23,"entwicklungsprozess",6.78494159713911e-271
"14861",24,"entwicklungsprozess",1.08199796099067e-69
"14862",25,"entwicklungsprozess",3.02223096720807e-54
"14863",26,"entwicklungsprozess",9.06185783748841e-267
"14864",27,"entwicklungsprozess",0.0028056386020056
"14865",28,"entwicklungsprozess",1.27350849747335e-65
"14866",29,"entwicklungsprozess",1.15074096281766e-42
"14867",30,"entwicklungsprozess",5.43933707498714e-39
"14868",31,"entwicklungsprozess",2.27407149315469e-265
"14869",32,"entwicklungsprozess",3.49157482465244e-43
"14870",33,"entwicklungsprozess",0.00824158807403135
"14871",34,"entwicklungsprozess",4.60066385485238e-269
"14872",35,"entwicklungsprozess",0.009155888543264
"14873",36,"entwicklungsprozess",1.52238328488202e-270
"14874",37,"entwicklungsprozess",1.59595937370979e-65
"14875",1,"gewahrleist",0.00264085531147869
"14876",2,"gewahrleist",1.78536633399086e-30
"14877",3,"gewahrleist",7.6779299606113e-263
"14878",4,"gewahrleist",9.68524644424011e-134
"14879",5,"gewahrleist",4.84986265391676e-151
"14880",6,"gewahrleist",3.95366685450402e-66
"14881",7,"gewahrleist",3.09351519911464e-269
"14882",8,"gewahrleist",1.42626813283527e-275
"14883",9,"gewahrleist",2.27805106610595e-21
"14884",10,"gewahrleist",2.98529109377422e-263
"14885",11,"gewahrleist",3.25918568759126e-217
"14886",12,"gewahrleist",1.57932708007797e-268
"14887",13,"gewahrleist",1.932162993158e-85
"14888",14,"gewahrleist",7.39057922240606e-261
"14889",15,"gewahrleist",0.00319955938337128
"14890",16,"gewahrleist",2.91437825557719e-57
"14891",17,"gewahrleist",2.47521765305586e-269
"14892",18,"gewahrleist",3.67412072228934e-32
"14893",19,"gewahrleist",1.03357888326935e-264
"14894",20,"gewahrleist",3.04864250403549e-252
"14895",21,"gewahrleist",9.73884460838854e-264
"14896",22,"gewahrleist",1.24605760393862e-264
"14897",23,"gewahrleist",3.86473560184547e-74
"14898",24,"gewahrleist",4.32693409529333e-274
"14899",25,"gewahrleist",1.04356489407836e-273
"14900",26,"gewahrleist",1.08836693771467e-266
"14901",27,"gewahrleist",8.66651943831836e-268
"14902",28,"gewahrleist",1.05194119785821e-275
"14903",29,"gewahrleist",9.07000892561092e-169
"14904",30,"gewahrleist",5.5288105006381e-56
"14905",31,"gewahrleist",1.74777216895033e-265
"14906",32,"gewahrleist",0.00222283986294147
"14907",33,"gewahrleist",2.21780264349951e-261
"14908",34,"gewahrleist",0.00236592532039257
"14909",35,"gewahrleist",0.00409627485918201
"14910",36,"gewahrleist",1.38706679036456e-14
"14911",37,"gewahrleist",4.73196308129299e-79
"14912",1,"grafik",1.80803572188029e-282
"14913",2,"grafik",1.72601457807184e-277
"14914",3,"grafik",6.24736480822e-279
"14915",4,"grafik",2.83047913926133e-48
"14916",5,"grafik",1.93548405391083e-234
"14917",6,"grafik",2.18009201129695e-286
"14918",7,"grafik",7.05219459844139e-284
"14919",8,"grafik",0.00192489728604705
"14920",9,"grafik",4.02360986007172e-279
"14921",10,"grafik",6.1029052036473e-282
"14922",11,"grafik",2.44471486402239e-265
"14923",12,"grafik",6.93363563686249e-282
"14924",13,"grafik",1.89820355393057e-18
"14925",14,"grafik",1.86199143819344e-220
"14926",15,"grafik",2.94681436467417e-245
"14927",16,"grafik",5.15406710970969e-33
"14928",17,"grafik",1.28483945355279e-285
"14929",18,"grafik",1.55443915871251e-259
"14930",19,"grafik",0.00241637792343322
"14931",20,"grafik",1.07052820292547e-289
"14932",21,"grafik",4.83496461683089e-224
"14933",22,"grafik",4.81837550315432e-74
"14934",23,"grafik",2.60711177900918e-286
"14935",24,"grafik",3.97480062834687e-289
"14936",25,"grafik",3.09829068553097e-288
"14937",26,"grafik",3.91129143345891e-283
"14938",27,"grafik",4.01273974898423e-281
"14939",28,"grafik",2.80157737517249e-86
"14940",29,"grafik",3.18116318018933e-279
"14941",30,"grafik",3.17412876046344e-50
"14942",31,"grafik",1.00774841680636e-280
"14943",32,"grafik",3.40464545916286e-80
"14944",33,"grafik",1.26392632661418e-277
"14945",34,"grafik",1.69946475042595e-283
"14946",35,"grafik",0.00457794427351908
"14947",36,"grafik",1.8267373631891e-275
"14948",37,"grafik",9.15660086181648e-291
"14949",1,"lehrtext",1.84739435460818e-284
"14950",2,"lehrtext",7.91025058684029e-281
"14951",3,"lehrtext",6.67898191211702e-283
"14952",4,"lehrtext",2.77408208486107e-151
"14953",5,"lehrtext",3.10373182423432e-282
"14954",6,"lehrtext",4.87673658419614e-291
"14955",7,"lehrtext",3.96925375664619e-287
"14956",8,"lehrtext",4.55165515621848e-295
"14957",9,"lehrtext",5.21233237085269e-284
"14958",10,"lehrtext",1.9420240467793e-98
"14959",11,"lehrtext",3.31878596885057e-268
"14960",12,"lehrtext",2.63870183193006e-286
"14961",13,"lehrtext",6.26308415727638e-290
"14962",14,"lehrtext",5.83308939880065e-223
"14963",15,"lehrtext",3.35030795924764e-248
"14964",16,"lehrtext",1.62093000304151e-49
"14965",17,"lehrtext",1.65928877885813e-288
"14966",18,"lehrtext",8.02941846805189e-286
"14967",19,"lehrtext",3.61948802619748e-49
"14968",20,"lehrtext",1.95810899712285e-290
"14969",21,"lehrtext",6.78928711055945e-281
"14970",22,"lehrtext",7.64493532950709e-283
"14971",23,"lehrtext",0.00443716893310786
"14972",24,"lehrtext",5.88998511496446e-292
"14973",25,"lehrtext",3.13231496041538e-291
"14974",26,"lehrtext",2.38043369109935e-92
"14975",27,"lehrtext",5.71968310992903e-81
"14976",28,"lehrtext",9.10465515859286e-75
"14977",29,"lehrtext",1.53635226784348e-283
"14978",30,"lehrtext",0.00242753668303478
"14979",31,"lehrtext",1.11141076708766e-51
"14980",32,"lehrtext",2.42404389754839e-288
"14981",33,"lehrtext",2.0421192788238e-276
"14982",34,"lehrtext",9.35322078745123e-287
"14983",35,"lehrtext",0.00677454645819004
"14984",36,"lehrtext",3.30996248581496e-81
"14985",37,"lehrtext",6.01651780166745e-292
"14986",1,"lernmaterial",6.2559706289331e-36
"14987",2,"lernmaterial",4.50286335029275e-69
"14988",3,"lernmaterial",4.77778567562029e-256
"14989",4,"lernmaterial",5.39869483979813e-151
"14990",5,"lernmaterial",6.31882616393786e-25
"14991",6,"lernmaterial",5.88011693825467e-264
"14992",7,"lernmaterial",3.3337533228981e-256
"14993",8,"lernmaterial",6.25682248171349e-266
"14994",9,"lernmaterial",3.00635477272223e-256
"14995",10,"lernmaterial",2.4132930342559e-259
"14996",11,"lernmaterial",2.2154858610167e-43
"14997",12,"lernmaterial",5.399889382987e-256
"14998",13,"lernmaterial",5.8395893547117e-264
"14999",14,"lernmaterial",4.81161013150218e-227
"15000",15,"lernmaterial",5.15492610556507e-24
"15001",16,"lernmaterial",9.32883875742808e-62
"15002",17,"lernmaterial",6.37517671257843e-257
"15003",18,"lernmaterial",3.56684876155724e-87
"15004",19,"lernmaterial",9.59741194322033e-54
"15005",20,"lernmaterial",6.97760166868446e-160
"15006",21,"lernmaterial",2.04596924208437e-69
"15007",22,"lernmaterial",4.42237485774125e-59
"15008",23,"lernmaterial",1.14777528394623e-15
"15009",24,"lernmaterial",5.83784791543766e-266
"15010",25,"lernmaterial",3.81944534639289e-266
"15011",26,"lernmaterial",2.50010891216307e-07
"15012",27,"lernmaterial",8.92359553072956e-42
"15013",28,"lernmaterial",2.95551530143633e-82
"15014",29,"lernmaterial",5.20824920248724e-257
"15015",30,"lernmaterial",1.1724611692507e-55
"15016",31,"lernmaterial",4.33875985927376e-15
"15017",32,"lernmaterial",7.34933001430087e-14
"15018",33,"lernmaterial",0.000106334789134301
"15019",34,"lernmaterial",1.04321892575381e-253
"15020",35,"lernmaterial",0.0227976035608146
"15021",36,"lernmaterial",8.42204360885952e-17
"15022",37,"lernmaterial",5.76425447852576e-21
"15023",1,"lernmateriali",0.0105634212484654
"15024",2,"lernmateriali",3.57868053224959e-70
"15025",3,"lernmateriali",4.24190269715293e-23
"15026",4,"lernmateriali",2.43999435309318e-07
"15027",5,"lernmateriali",6.17548681278187e-43
"15028",6,"lernmateriali",7.72948433426234e-65
"15029",7,"lernmateriali",9.39768544344918e-31
"15030",8,"lernmateriali",9.47576417067446e-42
"15031",9,"lernmateriali",5.88384717206336e-41
"15032",10,"lernmateriali",1.18383322981456e-243
"15033",11,"lernmateriali",5.15069783864547e-46
"15034",12,"lernmateriali",8.03852168642055e-251
"15035",13,"lernmateriali",2.10172085720103e-248
"15036",14,"lernmateriali",1.04251145538833e-209
"15037",15,"lernmateriali",5.19899048103117e-229
"15038",16,"lernmateriali",1.53100775152701e-26
"15039",17,"lernmateriali",7.45732649051619e-75
"15040",18,"lernmateriali",1.41518817710579e-20
"15041",19,"lernmateriali",7.86915042893542e-36
"15042",20,"lernmateriali",1.57172920004649e-162
"15043",21,"lernmateriali",0.00632449711428785
"15044",22,"lernmateriali",1.65598272069037e-43
"15045",23,"lernmateriali",1.96127702321166e-37
"15046",24,"lernmateriali",7.13411099134431e-256
"15047",25,"lernmateriali",1.02220952194738e-63
"15048",26,"lernmateriali",3.21290398256624e-50
"15049",27,"lernmateriali",6.04313882613292e-38
"15050",28,"lernmateriali",1.32645092423858e-70
"15051",29,"lernmateriali",1.56991068446798e-44
"15052",30,"lernmateriali",0.0265180470222558
"15053",31,"lernmateriali",1.8819326850966e-28
"15054",32,"lernmateriali",6.32240483452963e-101
"15055",33,"lernmateriali",4.50590564048137e-249
"15056",34,"lernmateriali",6.15120836496302e-142
"15057",35,"lernmateriali",0.0202610364723194
"15058",36,"lernmateriali",0.00611988172682525
"15059",37,"lernmateriali",1.19238778579211e-244
"15060",1,"schulerseit",1.93632595602953e-41
"15061",2,"schulerseit",1.13167705862423e-35
"15062",3,"schulerseit",1.44529584031882e-248
"15063",4,"schulerseit",2.52468221068932e-158
"15064",5,"schulerseit",1.21084171835845e-258
"15065",6,"schulerseit",4.14925922931753e-56
"15066",7,"schulerseit",1.60566286360333e-76
"15067",8,"schulerseit",0.00204020245924505
"15068",9,"schulerseit",6.55479038982161e-71
"15069",10,"schulerseit",4.25939736645275e-258
"15070",11,"schulerseit",1.80228434947336e-39
"15071",12,"schulerseit",1.81259830433997e-256
"15072",13,"schulerseit",2.3384771313381e-261
"15073",14,"schulerseit",3.13198734740141e-256
"15074",15,"schulerseit",4.17271952223803e-238
"15075",16,"schulerseit",5.79765647268306e-79
"15076",17,"schulerseit",4.39672299609924e-68
"15077",18,"schulerseit",0.00264718217047045
"15078",19,"schulerseit",1.00791433987251e-252
"15079",20,"schulerseit",1.45677909668198e-63
"15080",21,"schulerseit",1.31612593010572e-253
"15081",22,"schulerseit",1.04283368882364e-47
"15082",23,"schulerseit",7.104430825509e-264
"15083",24,"schulerseit",2.50798481847509e-98
"15084",25,"schulerseit",1.0496575838667e-42
"15085",26,"schulerseit",3.62084161168808e-72
"15086",27,"schulerseit",6.30521165621409e-64
"15087",28,"schulerseit",1.74441640333067e-266
"15088",29,"schulerseit",4.87880884611431e-237
"15089",30,"schulerseit",3.14467626551716e-40
"15090",31,"schulerseit",2.30656945412745e-181
"15091",32,"schulerseit",8.92901538233658e-261
"15092",33,"schulerseit",4.59853070901553e-255
"15093",34,"schulerseit",7.71932115340119e-261
"15094",35,"schulerseit",0.01130774672899
"15095",36,"schulerseit",3.71032545107424e-48
"15096",37,"schulerseit",3.98652454852892e-266
"15097",1,"ubungsaufgab",1.54954196934283e-19
"15098",2,"ubungsaufgab",1.81397802858166e-222
"15099",3,"ubungsaufgab",5.33816359451714e-239
"15100",4,"ubungsaufgab",4.3492809387457e-16
"15101",5,"ubungsaufgab",2.83527870148938e-36
"15102",6,"ubungsaufgab",5.08891490302766e-35
"15103",7,"ubungsaufgab",3.67759197713197e-35
"15104",8,"ubungsaufgab",1.3127962807553e-237
"15105",9,"ubungsaufgab",8.01620905736285e-33
"15106",10,"ubungsaufgab",4.57647443084648e-40
"15107",11,"ubungsaufgab",0.00306172552451624
"15108",12,"ubungsaufgab",7.01548534156089e-243
"15109",13,"ubungsaufgab",0.00361630566071025
"15110",14,"ubungsaufgab",4.83031840162199e-39
"15111",15,"ubungsaufgab",5.73844969651988e-61
"15112",16,"ubungsaufgab",5.51534638381707e-46
"15113",17,"ubungsaufgab",4.86452401532914e-56
"15114",18,"ubungsaufgab",7.26820564873761e-180
"15115",19,"ubungsaufgab",3.39940191838776e-58
"15116",20,"ubungsaufgab",2.26986406162047e-241
"15117",21,"ubungsaufgab",1.24419392239802e-53
"15118",22,"ubungsaufgab",2.17446420446635e-239
"15119",23,"ubungsaufgab",7.46938938617557e-247
"15120",24,"ubungsaufgab",3.24543362290739e-249
"15121",25,"ubungsaufgab",2.06367000725911e-235
"15122",26,"ubungsaufgab",1.71772833739492e-39
"15123",27,"ubungsaufgab",2.07653208376145e-58
"15124",28,"ubungsaufgab",9.90144957500655e-49
"15125",29,"ubungsaufgab",4.23760749517247e-52
"15126",30,"ubungsaufgab",0.00258420514260099
"15127",31,"ubungsaufgab",0.0131427234031455
"15128",32,"ubungsaufgab",0.00527243478026596
"15129",33,"ubungsaufgab",1.03188479271441e-32
"15130",34,"ubungsaufgab",6.04931723585019e-73
"15131",35,"ubungsaufgab",0.011198803601913
"15132",36,"ubungsaufgab",2.71316582612668e-50
"15133",37,"ubungsaufgab",2.19895061390688e-250
"15134",1,"variant",1.26245728933747e-250
"15135",2,"variant",2.3476605396937e-25
"15136",3,"variant",2.19011748144892e-249
"15137",4,"variant",5.0475422679292e-156
"15138",5,"variant",1.48117956736141e-253
"15139",6,"variant",3.665034369872e-79
"15140",7,"variant",2.58509081328428e-72
"15141",8,"variant",0.0031113692811511
"15142",9,"variant",6.40071319164946e-251
"15143",10,"variant",5.53296557710933e-254
"15144",11,"variant",6.09916565420881e-47
"15145",12,"variant",4.11649656571392e-253
"15146",13,"variant",3.70679355862647e-257
"15147",14,"variant",2.28233131283675e-24
"15148",15,"variant",9.79862475767264e-225
"15149",16,"variant",8.60945440392745e-68
"15150",17,"variant",1.669981993993e-255
"15151",18,"variant",2.41603638777412e-252
"15152",19,"variant",8.66153739144789e-55
"15153",20,"variant",2.66865773582326e-82
"15154",21,"variant",9.13684927246589e-21
"15155",22,"variant",2.35907179572842e-08
"15156",23,"variant",2.28241632860534e-257
"15157",24,"variant",4.7513305426648e-240
"15158",25,"variant",7.3317040817145e-54
"15159",26,"variant",1.87008007379348e-235
"15160",27,"variant",0.00280563860748806
"15161",28,"variant",1.23813495509958e-07
"15162",29,"variant",2.18724487517582e-74
"15163",30,"variant",3.00189835067647e-83
"15164",31,"variant",3.7883437513799e-250
"15165",32,"variant",1.57928808565852e-256
"15166",33,"variant",0.00264857326225063
"15167",34,"variant",9.35387110571119e-60
"15168",35,"variant",0.0123227923978031
"15169",36,"variant",5.91769403784187e-17
"15170",37,"variant",9.72961576778418e-261
"15171",1,"wissensbestand",1.70789929093977e-43
"15172",2,"wissensbestand",6.24017518738366e-112
"15173",3,"wissensbestand",2.2626879407647e-268
"15174",4,"wissensbestand",2.75316656110632e-22
"15175",5,"wissensbestand",8.72180487798082e-272
"15176",6,"wissensbestand",5.99428309579282e-201
